epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
36,558.723,0.8557,1.16368,0.31424,0.30945,0.02102,5.28168,0.97652,0.91667,0.96026,0.87913,0.98911,0.91667,0.97514,0.82907,0.4616,0.84349,0.21112,0.53557,0.02017,0,0.0016535,0.0016535,0.0016535
37,568.232,0.79462,1.36516,0.29396,0.28743,0.01907,5.27518,0.95972,0.99294,0.99085,0.78977,0.93959,0.97211,0.97134,0.80535,0.89487,0.89685,0.25968,0.37339,0.04105,0,0.0016436,0.0016436,0.0016436
38,577.525,0.74384,1.38265,0.31527,0.28897,0.01797,5.4181,0.97612,1,0.98194,0.87331,0.97612,1,0.98235,0.83249,0.59397,0.86528,0.19199,0.2224,0.02672,0,0.0016337,0.0016337,0.0016337
39,586.638,0.76469,1.30797,0.31239,0.30126,0.01796,5.18118,0.97956,0.99821,0.97561,0.85201,0.97956,0.99821,0.97469,0.8484,0.58358,0.78498,0.26569,0.20196,0.0265,0,0.0016238,0.0016238,0.0016238
40,594.911,0.76194,1.30788,0.30142,0.28729,0.01801,5.08552,0.97794,0.97917,0.97351,0.80572,0.97794,0.97917,0.98382,0.80936,0.7272,0.91135,0.2382,0.25288,0.03351,0,0.0016139,0.0016139,0.0016139
41,603.256,0.74712,1.31942,0.29655,0.31805,0.01698,5.49867,0.97954,0.9977,0.97561,0.83508,0.97954,0.9977,0.9848,0.79259,0.66913,0.99752,0.32078,0.23232,0.0299,0,0.001604,0.001604,0.001604
42,611.628,0.74914,1.3023,0.28419,0.28639,0.01765,5.36405,0.97783,0.97917,0.98337,0.81323,0.97783,0.97917,0.97389,0.84506,0.77735,0.75834,0.26751,0.24707,0.03485,0,0.0015941,0.0015941,0.0015941
43,625.744,0.71899,1.20852,0.29498,0.28705,0.01674,4.9638,1,0.99598,0.995,0.84965,0.97566,1,0.99051,0.85809,0.66146,0.80075,0.26388,0.20472,0.03019,0,0.0015842,0.0015842,0.0015842
44,641.91,0.7122,1.20468,0.27603,0.26719,0.01686,5.11925,0.95035,0.97917,0.97292,0.79373,0.95035,0.97917,0.97422,0.85886,0.77038,0.76047,0.24664,0.30555,0.03512,0,0.0015743,0.0015743,0.0015743
45,657.549,0.69371,1.01816,0.27179,0.26881,0.01622,4.59806,0.90202,0.95901,0.98269,0.77501,0.90202,0.95901,0.9699,0.82254,0.8886,0.83733,0.23345,0.36392,0.04084,0,0.0015644,0.0015644,0.0015644
46,673.651,0.79846,1.13061,0.27276,0.31153,0.01926,4.99778,0.97893,0.96794,0.98862,0.86469,1,0.98506,0.995,0.81277,0.60784,0.9663,0.22214,0.21691,0.02724,0,0.0015545,0.0015545,0.0015545
47,690.309,0.76472,1.13706,0.2864,0.28929,0.01904,5.13566,0.96395,0.97917,0.97989,0.824,0.96395,0.97917,0.97947,0.78945,0.70106,0.96122,0.22354,0.36913,0.03211,0,0.0015446,0.0015446,0.0015446
48,706.156,0.71469,1.05114,0.2708,0.28321,0.01696,4.65557,0.95464,1,0.98206,0.80115,0.95553,1,0.99296,0.86825,0.81391,0.76979,0.243,0.40504,0.03752,0,0.0015347,0.0015347,0.0015347
49,722.037,0.66666,1.11749,0.2696,0.23751,0.01629,4.7443,0.91829,0.97917,0.97833,0.85438,0.91829,0.97917,0.97378,0.84597,0.6148,0.81027,0.26372,0.28085,0.02796,0,0.0015248,0.0015248,0.0015248
50,738.507,0.7165,1.10677,0.27481,0.24566,0.01726,4.77393,0.98927,0.89583,0.97215,0.73302,0.96626,0.875,0.95823,0.82534,1.02192,0.74776,0.20324,0.70211,0.04656,0,0.0015149,0.0015149,0.0015149
51,754.657,0.80818,1.20728,0.27078,0.28409,0.01882,4.94378,0.97806,1,0.99296,0.83247,0.97806,1,0.98031,0.84034,0.70162,0.80849,0.21936,0.22539,0.03185,0,0.001505,0.001505,0.001505
52,770.308,0.72532,1.14585,0.26192,0.26558,0.01735,4.9583,0.97727,1,0.9848,0.88792,0.97727,1,0.98194,0.86475,0.49332,0.75914,0.24684,0.20673,0.02131,0,0.0014951,0.0014951,0.0014951
53,786.846,0.68662,1.01254,0.26564,0.25255,0.01546,4.45193,0.97757,1,0.98398,0.75618,0.97757,1,0.99459,0.84205,1.01379,0.89182,0.20587,0.36332,0.0473,0,0.0014852,0.0014852,0.0014852
54,804.242,0.7703,1.09041,0.25091,0.27178,0.0188,4.96729,0.97711,0.95833,0.9898,0.77685,0.9556,0.9375,0.952,0.85704,0.92214,0.79907,0.23916,0.31694,0.04319,0,0.0014753,0.0014753,0.0014753
55,821.3,0.70316,1.02571,0.26864,0.26,0.01609,4.40264,0.84009,0.83333,0.93065,0.77428,0.84009,0.83333,0.93215,0.79352,0.75144,0.80233,0.23597,0.99321,0.03326,0,0.0014654,0.0014654,0.0014654
56,837.564,0.75901,1.11099,0.29008,0.27791,0.01804,4.63418,0.81337,0.9375,0.88368,0.76193,0.81337,0.9375,0.89689,0.78331,0.57471,0.74577,0.26053,0.64867,0.02573,0,0.0014555,0.0014555,0.0014555
57,854.752,0.72361,1.10938,0.26428,0.2755,0.01701,4.48619,0.97257,1,0.98235,0.81914,0.97257,1,0.97969,0.84327,0.73358,0.78373,0.24823,0.27762,0.03299,0,0.0014456,0.0014456,0.0014456
58,872.264,0.70889,0.94417,0.25316,0.26059,0.01652,4.25289,0.94701,0.97917,0.99137,0.87517,0.94045,0.97917,0.97382,0.82592,0.54836,0.79746,0.2071,0.62543,0.02467,0,0.0014357,0.0014357,0.0014357
59,888.473,0.74531,1.10604,0.25612,0.26835,0.01766,4.44487,0.95639,0.91667,0.96945,0.85402,0.95639,0.91667,0.96878,0.84296,0.57257,0.75385,0.22817,0.50676,0.02553,0,0.0014258,0.0014258,0.0014258
60,904.628,0.69619,0.95188,0.26018,0.27875,0.01623,4.36817,0.91803,0.93342,0.96119,0.81724,0.91803,0.93342,0.96575,0.83597,0.65597,0.77799,0.23956,0.6549,0.02992,0,0.0014159,0.0014159,0.0014159
61,923.226,0.74014,1.07194,0.24557,0.26825,0.01798,4.46085,0.97916,0.97907,0.9752,0.84048,0.97916,0.97907,0.97806,0.86441,0.6903,0.7047,0.24987,0.24981,0.03162,0,0.001406,0.001406,0.001406
62,940.383,0.73006,1.143,0.26118,0.25911,0.01692,4.49735,0.97853,1,0.9752,0.79518,0.97853,1,0.98235,0.83623,0.79755,0.81229,0.21654,0.22457,0.03656,0,0.0013961,0.0013961,0.0013961
63,956.625,0.72321,1.03551,0.26515,0.26776,0.01666,4.30667,0.9614,1,0.97643,0.8918,0.9614,1,0.98194,0.85082,0.46453,0.75171,0.23245,0.18884,0.02017,0,0.0013862,0.0013862,0.0013862
64,973.643,0.7384,1.11799,0.2444,0.27267,0.01704,4.46928,0.95911,0.97724,0.97896,0.81513,0.95911,0.97724,0.98386,0.85881,0.73657,0.75215,0.21136,0.25062,0.03392,0,0.0013763,0.0013763,0.0013763
65,982.573,0.67898,0.91307,0.24994,0.23171,0.01678,4.31987,0.97866,1,0.995,0.90401,0.97825,1,0.97684,0.87923,0.52298,0.71101,0.19624,0.16588,0.02321,0,0.0013664,0.0013664,0.0013664
66,997.171,0.6725,0.92328,0.23598,0.24299,0.01566,4.08819,0.9775,1,0.97888,0.72717,0.9775,1,0.98786,0.85318,1.08414,0.80709,0.22721,0.31422,0.05008,0,0.0013565,0.0013565,0.0013565
67,1015.07,0.65727,0.97907,0.23496,0.25887,0.01502,4.20981,0.97063,1,0.97602,0.81621,0.97063,1,0.98745,0.86713,0.74509,0.73494,0.21421,0.24946,0.03344,0,0.0013466,0.0013466,0.0013466
68,1031.45,0.63601,0.91468,0.2411,0.24059,0.01431,4.13586,0.95521,0.97917,0.98783,0.85035,0.95521,0.97917,0.97646,0.87764,0.61893,0.70552,0.21029,0.26081,0.02798,0,0.0013367,0.0013367,0.0013367
69,1046.87,0.66406,0.90397,0.25654,0.25241,0.01571,4.03728,0.97916,0.97871,0.97266,0.79618,0.97916,0.97871,0.97787,0.87535,0.81784,0.68458,0.23056,0.27196,0.03689,0,0.0013268,0.0013268,0.0013268
