epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
14,557.293,0.7337,1.62534,0.2346,0.28606,0.01764,5.73361,0.99439,0.9898,0.99465,0.88316,0.99439,0.9898,0.99465,0.82021,0.56623,0.68252,0.26991,0.18491,0.02655,0,0.0017426,0.0017426,0.0017426
15,598.556,0.65855,1.60062,0.22516,0.26124,0.01536,5.36466,0.99487,0.98932,0.9948,0.89119,0.99487,0.98932,0.9948,0.85538,0.56659,0.60807,0.23315,0.16986,0.02645,0,0.0017228,0.0017228,0.0017228
16,638.338,0.66228,1.45959,0.22218,0.26242,0.01632,5.16642,0.95609,0.99992,0.9937,0.82441,0.95609,0.99992,0.9937,0.83592,0.7847,0.63703,0.17652,0.2373,0.03672,0,0.001703,0.001703,0.001703
17,675.904,0.70653,1.50468,0.22271,0.27449,0.0168,5.20084,0.95461,0.96573,0.99033,0.86441,0.95461,0.96573,0.99033,0.82802,0.59194,0.66706,0.29715,0.28332,0.02787,0,0.0016832,0.0016832,0.0016832
18,714.293,0.68874,1.48599,0.22126,0.28337,0.01595,5.05751,0.98896,0.98469,0.99454,0.86498,0.98896,0.98469,0.99454,0.84619,0.67235,0.57217,0.149,0.21774,0.03156,0,0.0016634,0.0016634,0.0016634
19,753.828,0.64946,1.44958,0.21427,0.25708,0.01545,5.00039,0.99537,0.9898,0.99475,0.89976,0.99537,0.9898,0.99475,0.85652,0.51851,0.58514,0.19251,0.16776,0.0242,0,0.0016436,0.0016436,0.0016436
20,793.139,0.62934,1.38825,0.20488,0.23781,0.01483,4.83033,1,0.99934,0.995,0.88169,1,0.99934,0.995,0.86223,0.60801,0.56931,0.17275,0.16794,0.02859,0,0.0016238,0.0016238,0.0016238
21,832.427,0.58768,1.37681,0.2094,0.22585,0.01434,4.92715,1,0.99409,0.995,0.87303,1,0.99409,0.995,0.85128,0.61841,0.60178,0.23874,0.17654,0.02905,0,0.001604,0.001604,0.001604
22,872.4,0.57813,1.36004,0.20435,0.21901,0.0135,4.61227,0.98987,0.99716,0.99495,0.89675,0.98987,0.99716,0.99495,0.86837,0.53207,0.53794,0.2105,0.16628,0.02485,0,0.0015842,0.0015842,0.0015842
23,912.55,0.56841,1.33263,0.20679,0.22508,0.01333,4.63642,0.99936,1,0.995,0.89107,0.99936,1,0.995,0.85503,0.5065,0.60583,0.27064,0.16134,0.02389,0,0.0015644,0.0015644,0.0015644
24,953.826,0.58775,1.3506,0.20041,0.22662,0.01383,4.70122,0.99848,0.9949,0.995,0.92269,0.99848,0.9949,0.995,0.86332,0.45033,0.55259,0.21419,0.1481,0.02085,0,0.0015446,0.0015446,0.0015446
25,994.721,0.5661,1.29668,0.19776,0.2228,0.01324,4.74797,1,0.99912,0.995,0.90528,1,0.99912,0.995,0.86913,0.47854,0.54357,0.19854,0.14401,0.02234,0,0.0015248,0.0015248,0.0015248
26,1031.82,0.61417,1.25803,0.19706,0.22617,0.01434,4.40564,0.99997,0.9949,0.995,0.86125,0.99997,0.9949,0.995,0.878,0.69915,0.52452,0.19195,0.18225,0.03272,0,0.001505,0.001505,0.001505
27,1070.11,0.60328,1.32132,0.19528,0.22839,0.01417,4.44234,0.98988,0.99827,0.99485,0.85407,0.98988,0.99827,0.99485,0.88157,0.70326,0.50186,0.25035,0.20002,0.03329,0,0.0014852,0.0014852,0.0014852
28,1110.03,0.55676,1.2038,0.1918,0.20761,0.01328,4.34789,0.98987,1,0.9949,0.90783,0.98987,1,0.9949,0.86953,0.47213,0.55293,0.22314,0.1457,0.0219,0,0.0014654,0.0014654,0.0014654
29,1148.95,0.55271,1.27182,0.19325,0.20622,0.01313,4.46285,0.99943,1,0.995,0.85273,0.99943,1,0.995,0.87488,0.72805,0.51963,0.18128,0.18792,0.03429,0,0.0014456,0.0014456,0.0014456
30,1188.42,0.54134,1.2783,0.19533,0.2011,0.01229,4.38828,0.98561,1,0.99485,0.88744,0.98561,1,0.99485,0.88109,0.55759,0.51941,0.15774,0.1702,0.02613,0,0.0014258,0.0014258,0.0014258
31,1228.06,0.56537,1.2504,0.18738,0.21613,0.01323,4.26284,0.99467,1,0.995,0.89357,0.99467,1,0.995,0.87465,0.53319,0.52619,0.235,0.15487,0.0247,0,0.001406,0.001406,0.001406
32,1267.7,0.55393,1.23153,0.18736,0.21554,0.01257,4.16793,0.99988,1,0.995,0.8979,0.99988,1,0.995,0.879,0.54197,0.52871,0.19863,0.14647,0.02523,0,0.0013862,0.0013862,0.0013862
33,1307.47,0.52655,1.23493,0.18474,0.19669,0.01213,4.27217,1,0.99394,0.995,0.92004,1,0.99394,0.995,0.88853,0.45451,0.4918,0.21059,0.14313,0.02099,0,0.0013664,0.0013664,0.0013664
34,1347.55,0.52818,1.18244,0.18669,0.20726,0.01236,4.21931,0.99879,0.9898,0.99485,0.93106,0.99879,0.9898,0.99485,0.88206,0.4286,0.51226,0.18228,0.13632,0.01974,0,0.0013466,0.0013466,0.0013466
35,1384.92,0.53692,1.22066,0.18261,0.20411,0.01268,4.34256,0.99393,0.9898,0.99377,0.87621,0.99393,0.9898,0.99377,0.89137,0.61253,0.49199,0.21341,0.18035,0.0289,0,0.0013268,0.0013268,0.0013268
36,1422.53,0.54561,1.19185,0.18235,0.20668,0.01245,4.16997,0.99917,1,0.995,0.91537,0.99917,1,0.995,0.87966,0.46682,0.52764,0.16202,0.13521,0.02167,0,0.001307,0.001307,0.001307
37,1462.65,0.51004,1.11797,0.17974,0.19321,0.01165,4.04658,0.99922,0.9949,0.995,0.91312,0.99922,0.9949,0.995,0.87792,0.48375,0.52586,0.19698,0.14224,0.02242,0,0.0012872,0.0012872,0.0012872
38,1501.68,0.49238,1.09894,0.17961,0.19906,0.0114,3.86493,0.98978,0.98819,0.99485,0.89192,0.98978,0.98819,0.99485,0.89693,0.56739,0.47633,0.19842,0.17419,0.02626,0,0.0012674,0.0012674,0.0012674
39,1541.49,0.48372,1.16798,0.18046,0.1833,0.01091,3.97764,0.99745,1,0.995,0.8948,0.99745,1,0.995,0.89569,0.52868,0.48213,0.19206,0.15084,0.02476,0,0.0012476,0.0012476,0.0012476
40,1580.83,0.51531,1.17898,0.17898,0.18908,0.01172,4.03801,0.99466,1,0.99495,0.91712,0.99466,1,0.99495,0.87826,0.46567,0.52298,0.1814,0.13712,0.02172,0,0.0012278,0.0012278,0.0012278
41,1620.22,0.51754,1.16492,0.17538,0.1976,0.01173,3.84227,0.9895,0.9949,0.9949,0.92908,0.9895,0.9949,0.9949,0.89242,0.44871,0.47944,0.16179,0.1379,0.02052,0,0.001208,0.001208,0.001208
42,1660.67,0.52002,1.05356,0.17446,0.20218,0.01188,3.70906,1,0.99978,0.995,0.90254,1,0.99978,0.995,0.89122,0.51483,0.49238,0.27415,0.14374,0.02392,0,0.0011882,0.0011882,0.0011882
43,1699.69,0.501,1.12416,0.17654,0.1971,0.01156,3.91319,0.99016,0.9949,0.99128,0.92614,0.99016,0.9949,0.99128,0.87237,0.41843,0.49946,0.18326,0.13803,0.01917,0,0.0011684,0.0011684,0.0011684
44,1737.5,0.4842,1.06958,0.17927,0.18842,0.01109,3.85636,0.99833,0.9949,0.995,0.89835,0.99833,0.9949,0.995,0.89431,0.52645,0.47757,0.15745,0.15381,0.02425,0,0.0011486,0.0011486,0.0011486
45,1775.13,0.47061,1.0568,0.18213,0.1876,0.01064,3.72056,1,0.99938,0.995,0.90206,1,0.99938,0.995,0.88216,0.51445,0.49516,0.27718,0.1446,0.02393,0,0.0011288,0.0011288,0.0011288
46,1814.06,0.47269,1.06404,0.17044,0.187,0.01097,3.79838,0.98989,0.99879,0.9949,0.88063,0.98989,0.99879,0.9949,0.8905,0.57574,0.48413,0.21728,0.17249,0.02689,0,0.001109,0.001109,0.001109
47,1853.24,0.48617,1.07678,0.17332,0.21543,0.0109,3.70166,0.98694,0.9949,0.9949,0.90665,0.98694,0.9949,0.9949,0.87207,0.5075,0.53353,0.20195,0.15891,0.02349,0,0.0010892,0.0010892,0.0010892
48,1892.89,0.4895,1.07816,0.16935,0.19145,0.01113,3.66613,1,0.99485,0.995,0.85103,1,0.99485,0.995,0.89079,0.72863,0.49528,0.22238,0.19959,0.03435,0,0.0010694,0.0010694,0.0010694
49,1932.09,0.5002,0.97276,0.16422,0.1917,0.01157,3.6166,1,0.99949,0.995,0.92998,1,0.99949,0.995,0.88777,0.421,0.4944,0.16092,0.1287,0.01959,0,0.0010496,0.0010496,0.0010496
50,1971.35,0.46432,1.03306,0.17353,0.18702,0.01079,3.55696,0.99377,1,0.995,0.91178,0.99377,1,0.995,0.88968,0.50284,0.48824,0.19357,0.14758,0.02317,0,0.0010298,0.0010298,0.0010298
51,2011.95,0.50431,1.08043,0.16775,0.20029,0.01161,3.65637,0.99094,0.9949,0.995,0.88259,0.99094,0.9949,0.995,0.88942,0.57376,0.48364,0.19722,0.1751,0.02689,0,0.00101,0.00101,0.00101
52,2052.39,0.45404,1.0111,0.16842,0.182,0.01036,3.52969,1,0.9938,0.995,0.92755,1,0.9938,0.995,0.88623,0.42346,0.48375,0.17639,0.13567,0.01958,0,0.0009902,0.0009902,0.0009902
53,2090.66,0.46001,0.98209,0.17223,0.17734,0.01038,3.554,0.99328,0.9949,0.9949,0.91939,0.99328,0.9949,0.9949,0.88532,0.46846,0.48169,0.18672,0.14275,0.0217,0,0.0009704,0.0009704,0.0009704
54,2127.6,0.45525,0.98367,0.1683,0.17773,0.0106,3.4976,0.9949,0.99483,0.9949,0.91065,0.9949,0.99483,0.9949,0.89151,0.47594,0.45976,0.1408,0.14425,0.02204,0,0.0009506,0.0009506,0.0009506
55,2166.87,0.49868,1.01142,0.16778,0.19077,0.01189,3.49511,0.99398,0.9949,0.99495,0.88781,0.99398,0.9949,0.99495,0.89006,0.59258,0.46687,0.18359,0.17634,0.02773,0,0.0009308,0.0009308,0.0009308
56,2206.76,0.46382,0.98973,0.16234,0.17503,0.01046,3.32776,0.99942,1,0.995,0.90316,0.99942,1,0.995,0.88963,0.50005,0.47883,0.2334,0.14123,0.02307,0,0.000911,0.000911,0.000911
57,2246.54,0.44226,0.92802,0.16671,0.16958,0.00988,3.323,0.99901,1,0.995,0.91371,0.99901,1,0.995,0.89026,0.48042,0.46275,0.17886,0.13695,0.02219,0,0.0008912,0.0008912,0.0008912
58,2285.07,0.44697,0.94601,0.16217,0.18808,0.01008,3.22119,0.98922,1,0.99495,0.94966,0.98922,1,0.99495,0.88483,0.38743,0.48495,0.15501,0.11809,0.01777,0,0.0008714,0.0008714,0.0008714
59,2324.82,0.46383,0.91519,0.1619,0.18135,0.01041,3.32248,1,0.99395,0.995,0.93151,1,0.99395,0.995,0.89223,0.43011,0.4634,0.14991,0.13403,0.01987,0,0.0008516,0.0008516,0.0008516
60,2364.49,0.44552,0.89771,0.15698,0.17351,0.00999,3.15842,1,0.99966,0.995,0.91575,1,0.99966,0.995,0.88304,0.48435,0.48608,0.17558,0.13596,0.02252,0,0.0008318,0.0008318,0.0008318
61,2402.73,0.40909,0.90613,0.1586,0.15977,0.00906,3.15851,0.99492,0.99944,0.9949,0.93944,0.99492,0.99944,0.9949,0.8842,0.41349,0.49761,0.19579,0.12622,0.01907,0,0.000812,0.000812,0.000812
62,2442.22,0.43106,0.93083,0.16361,0.17991,0.00992,3.15115,0.99674,1,0.995,0.94108,0.99674,1,0.995,0.87324,0.38088,0.51464,0.16887,0.11396,0.0176,0,0.0007922,0.0007922,0.0007922
63,2479.53,0.4257,0.90457,0.15792,0.17338,0.00929,3.07231,0.99883,0.9949,0.995,0.92073,0.99883,0.9949,0.995,0.88354,0.44766,0.47815,0.19338,0.13609,0.02077,0,0.0007724,0.0007724,0.0007724
64,2517.19,0.41591,0.84648,0.16435,0.16253,0.00926,3.03682,0.99858,1,0.995,0.90637,0.99858,1,0.995,0.87871,0.48881,0.49814,0.17819,0.13899,0.02267,0,0.0007526,0.0007526,0.0007526
65,2557.51,0.41529,0.8071,0.16121,0.16471,0.00937,2.98524,0.99488,0.99149,0.99495,0.93178,0.99488,0.99149,0.99495,0.89029,0.42118,0.47341,0.16425,0.13351,0.01945,0,0.0007328,0.0007328,0.0007328
66,2596.78,0.41234,0.83676,0.16321,0.16332,0.00926,2.98528,0.98976,0.98637,0.99475,0.93434,0.98976,0.98637,0.99475,0.88777,0.4059,0.4841,0.18562,0.1325,0.01869,0,0.000713,0.000713,0.000713
67,2636.28,0.42936,0.86235,0.15444,0.16936,0.00939,2.9312,0.99759,1,0.995,0.92394,0.99759,1,0.995,0.88652,0.45753,0.48105,0.21127,0.13484,0.02115,0,0.0006932,0.0006932,0.0006932
68,2676.04,0.40043,0.86108,0.15694,0.15582,0.00902,3.01173,1,0.9981,0.995,0.93067,1,0.9981,0.995,0.88714,0.42282,0.48895,0.1365,0.12866,0.01959,0,0.0006734,0.0006734,0.0006734
69,2715.69,0.4101,0.78325,0.1575,0.16142,0.00928,2.90717,0.99921,1,0.995,0.92758,0.99921,1,0.995,0.89149,0.43381,0.4781,0.17282,0.12672,0.02,0,0.0006536,0.0006536,0.0006536
70,2755.58,0.40337,0.82861,0.15954,0.15945,0.00927,2.9155,0.98943,1,0.99495,0.90091,0.98943,1,0.99495,0.88545,0.5166,0.47452,0.24361,0.15375,0.02407,0,0.0006338,0.0006338,0.0006338
71,2795.61,0.41281,0.82683,0.15793,0.15778,0.00921,3.07254,0.99679,0.9898,0.99495,0.93823,0.99679,0.9898,0.99495,0.88714,0.38864,0.47296,0.16678,0.12372,0.01779,0,0.000614,0.000614,0.000614
72,2832.82,0.39583,0.84705,0.15588,0.15015,0.0088,2.83091,0.9982,1,0.995,0.94404,0.9982,1,0.995,0.88787,0.39741,0.48321,0.17568,0.11764,0.01822,0,0.0005942,0.0005942,0.0005942
73,2870.74,0.40838,0.81582,0.15544,0.15445,0.00887,2.79132,1,0.99954,0.995,0.9449,1,0.99954,0.995,0.87637,0.3835,0.50245,0.1777,0.1142,0.01776,0,0.0005744,0.0005744,0.0005744
74,2910.6,0.40476,0.78024,0.15571,0.15854,0.00903,2.6771,0.99465,1,0.995,0.93532,0.99465,1,0.995,0.8837,0.41272,0.49947,0.16519,0.12056,0.01905,0,0.0005546,0.0005546,0.0005546
75,2949.89,0.38113,0.77141,0.15818,0.14959,0.00844,2.67814,0.99954,1,0.995,0.93672,0.99954,1,0.995,0.8784,0.39253,0.48736,0.19892,0.11708,0.01815,0,0.0005348,0.0005348,0.0005348
76,2989.89,0.39087,0.74545,0.15929,0.15245,0.00876,2.81,0.98489,1,0.99495,0.9473,0.98489,1,0.99495,0.88354,0.38623,0.48843,0.17179,0.12503,0.0177,0,0.000515,0.000515,0.000515
77,3030.03,0.38874,0.72909,0.15128,0.14368,0.00864,2.5493,0.99986,1,0.995,0.94156,0.99986,1,0.995,0.89042,0.40351,0.47046,0.15708,0.11826,0.01861,0,0.0004952,0.0004952,0.0004952
78,3069.37,0.38343,0.72759,0.15615,0.1485,0.00834,2.59197,1,0.9998,0.995,0.94227,1,0.9998,0.995,0.88396,0.39795,0.48374,0.21491,0.11763,0.01828,0,0.0004754,0.0004754,0.0004754
79,3108.58,0.38608,0.73867,0.15805,0.1532,0.00872,2.63101,0.99467,1,0.995,0.94789,0.99467,1,0.995,0.88595,0.37883,0.48937,0.17895,0.1185,0.01733,0,0.0004556,0.0004556,0.0004556
80,3147.92,0.38225,0.72087,0.1597,0.14289,0.00848,2.46341,0.99487,0.98862,0.9949,0.93797,0.99487,0.98862,0.9949,0.88503,0.41293,0.48263,0.15079,0.13702,0.01891,0,0.0004358,0.0004358,0.0004358
81,3184.97,0.38929,0.71228,0.15399,0.15011,0.00876,2.39565,1,0.98939,0.99495,0.93415,1,0.98939,0.99495,0.88138,0.41895,0.48098,0.17934,0.12506,0.01929,0,0.000416,0.000416,0.000416
82,3222.97,0.37515,0.65978,0.15381,0.15317,0.00836,2.32861,0.99826,1,0.995,0.93824,0.99826,1,0.995,0.8852,0.40323,0.47765,0.18446,0.12162,0.01859,0,0.0003962,0.0003962,0.0003962
83,3262.25,0.37468,0.67234,0.15532,0.15107,0.00815,2.32078,1,0.99874,0.995,0.93791,1,0.99874,0.995,0.88679,0.39729,0.4759,0.21883,0.11946,0.01833,0,0.0003764,0.0003764,0.0003764
84,3301.09,0.36227,0.64564,0.15059,0.14173,0.00802,2.2632,0.99823,1,0.995,0.92394,0.99823,1,0.995,0.88569,0.43212,0.47939,0.18638,0.12781,0.01987,0,0.0003566,0.0003566,0.0003566
85,3339.8,0.38146,0.6883,0.15886,0.15063,0.00841,2.25665,0.99981,1,0.995,0.92016,0.99981,1,0.995,0.8824,0.43819,0.48791,0.19246,0.12389,0.02023,0,0.0003368,0.0003368,0.0003368
86,3378.94,0.3714,0.64501,0.15506,0.14605,0.00841,2.36071,1,0.99994,0.995,0.94755,1,0.99994,0.995,0.8796,0.36097,0.49598,0.19691,0.11188,0.01661,0,0.000317,0.000317,0.000317
87,3418.52,0.36817,0.70143,0.15731,0.14195,0.00816,2.31433,0.99962,0.9949,0.995,0.94734,0.99962,0.9949,0.995,0.89193,0.38886,0.47339,0.17296,0.12101,0.01785,0,0.0002972,0.0002972,0.0002972
88,3459.52,0.35273,0.64589,0.15146,0.1402,0.00778,2.15215,0.99435,0.9949,0.99495,0.95296,0.99435,0.9949,0.99495,0.88507,0.36377,0.48292,0.19482,0.11602,0.01673,0,0.0002774,0.0002774,0.0002774
89,3500.4,0.36899,0.5714,0.15332,0.14342,0.008,1.99224,1,0.99945,0.995,0.94506,1,0.99945,0.995,0.88776,0.39062,0.48179,0.18021,0.11756,0.01805,0,0.0002576,0.0002576,0.0002576
90,3537.85,0.36476,0.67035,0.15001,0.14048,0.00799,2.16505,0.99921,1,0.995,0.94689,0.99921,1,0.995,0.88583,0.389,0.47718,0.17908,0.12094,0.01794,0,0.0002378,0.0002378,0.0002378
91,3608.77,0.36953,0.40535,0.19259,0.20646,0.01253,2.90908,0.99932,1,0.995,0.94551,0.99932,1,0.995,0.8819,0.39544,0.49474,0.23714,0.12195,0.01817,0,0.000218,0.000218,0.000218
92,3648.17,0.34304,0.36862,0.175,0.11957,0.01112,2.56193,1,0.98882,0.99495,0.94687,1,0.98882,0.99495,0.89436,0.3849,0.481,0.17139,0.12988,0.01771,0,0.0001982,0.0001982,0.0001982
93,3687.97,0.33628,0.36662,0.1624,0.11271,0.01098,2.41605,1,0.99958,0.995,0.95005,1,0.99958,0.995,0.88674,0.38433,0.48067,0.16692,0.12467,0.01769,0,0.0001784,0.0001784,0.0001784
94,3727.41,0.31447,0.36187,0.15875,0.10994,0.00994,2.27911,1,0.99433,0.995,0.94953,1,0.99433,0.995,0.88805,0.37745,0.4861,0.15198,0.12219,0.01737,0,0.0001586,0.0001586,0.0001586
95,3766.76,0.32325,0.35691,0.15709,0.10938,0.01023,2.15849,0.98875,1,0.99495,0.95047,0.98875,1,0.99495,0.8835,0.38126,0.48704,0.15928,0.11847,0.01751,0,0.0001388,0.0001388,0.0001388
96,3805.59,0.31143,0.34643,0.15492,0.10768,0.00999,2.28938,0.99968,0.9949,0.995,0.94748,0.99968,0.9949,0.995,0.88513,0.36171,0.48188,0.18113,0.11917,0.01662,0,0.000119,0.000119,0.000119
97,3845.24,0.30516,0.35985,0.15061,0.10131,0.00971,2.25373,0.98984,0.99444,0.9948,0.94919,0.98984,0.99444,0.9948,0.88815,0.36748,0.48115,0.15455,0.13344,0.01691,0,9.92e-05,9.92e-05,9.92e-05
98,3884.33,0.30178,0.33734,0.13932,0.10212,0.0095,2.05166,0.99957,1,0.995,0.95093,0.99957,1,0.995,0.88559,0.36481,0.48766,0.15358,0.11139,0.01675,0,7.94e-05,7.94e-05,7.94e-05
99,3921.48,0.29499,0.32915,0.15075,0.0975,0.00932,2.05057,1,0.9995,0.995,0.94518,1,0.9995,0.995,0.88606,0.37849,0.48552,0.15161,0.11528,0.01739,0,5.96e-05,5.96e-05,5.96e-05
100,3959.21,0.30072,0.34756,0.14929,0.10107,0.00926,2.03134,0.99377,1,0.99495,0.94741,0.99377,1,0.99495,0.88625,0.37075,0.4849,0.14911,0.11733,0.01702,0,3.98e-05,3.98e-05,3.98e-05
